2.205905742080959353e+00 2.102531386020798088e-01
3.046223381457911827e+00 2.492708668345178236e-01
2.657545648562775309e+00 7.599224480575924590e-01
2.507878349186363209e+00 6.403349667390051403e-01
2.017098560676175989e+00 3.137361350946907823e-01
1.635178178975531083e+00 4.804139339189906766e-01
1.317062297358567502e+00 6.631771010514110332e-01
1.279980770475861451e+00 3.234303893799363085e-03
2.181443553987536088e+00 2.927999823858126183e-01
1.150936955992783783e+00 3.174482248227453729e-01
1.327415624885649237e+00 7.221001281796314286e-01
1.269947133571047049e+00 -1.240761057126162636e-01
2.148910209942827887e+00 8.960565561785933941e-02
8.452176237481560106e-01 4.890970964591669357e-01
2.689530395090315995e+00 9.272045296665348824e-01
1.205551479145943405e+00 2.793291826102700104e-01
2.910309636649093701e+00 9.244583294981836841e-02
2.425199262238705522e+00 3.791368929935090004e-01
1.074109899045727179e+00 5.489314328223462436e-01
2.805294413943832055e+00 5.124912397193754909e-01
1.376460615980793500e+00 7.664287344477153097e-01
1.552614217442584099e+00 7.165004339893544794e-01
2.190425620004650131e+00 3.199521852727503779e-01
1.679394715695570417e+00 4.717308705134870550e-01
1.679636593898603980e+00 4.815027840539107817e-01
1.778970540912626186e+00 1.970020372872969272e-01
2.672119967133536278e+00 9.720263369576191970e-01
1.914622632106463662e+00 2.540495014702869384e-03
1.189606318570501919e+00 -5.622144024982200089e-02
2.651478128979230409e+00 6.305318181010763912e-01
3.608541213950120063e+00 1.364093277757784328e+00
2.508950858195367228e+00 5.986590916542826601e-01
1.490875005901985073e+00 7.410051227070183488e-01
2.838150401744871321e+00 1.144833918483418200e+00
2.740495480669416839e+00 6.808413122353780267e-01
1.583406939898158283e+00 -1.774324540221454971e-01
1.098632177590213255e+00 3.402234069987415954e-01
1.430040117494971730e+00 8.332786158140769173e-01
2.578785102237374449e+00 1.593717560194374716e+00
8.815411238235529856e-01 1.775585647390909017e-01
8.996845811631374312e-01 3.917444034801226271e-01
2.300891732673563617e+00 5.856634574677201943e-01
1.166580383345270588e+00 2.633273226562026781e-01
3.112633744600371788e+00 8.205911015112458129e-01
2.868113112090294070e+00 5.223489763657760410e-01
2.611528437783916967e+00 8.693138865154028672e-01
2.291514374443924584e+00 1.466136287519717474e+00
2.666030860760862264e+00 1.559244974796032968e-01
2.488051798705476880e+00 5.230988765877894187e-01
1.309457253427702250e+00 2.174432988560352220e-01
1.956692116035861240e+00 9.367896835284188484e-01
1.039083841736978986e+00 2.835303350676904866e-01
2.502928392492736798e+00 9.473326162279782636e-02
2.582347445365365868e+00 7.195596379070863247e-01
3.512895226557997574e+00 7.644097684312823882e-01
9.396417043239494449e-01 7.051684941075938651e-04
1.989310218748796988e+00 4.896461362337476975e-01
1.176068172942054124e+00 9.925876339257563852e-02
1.690378503900175744e+00 4.144806159522259059e-01
3.732682979814049062e+00 1.093293783916545525e+00
1.413846903582398618e+00 5.720643853426359698e-02
1.273602939161645686e+00 8.006009541399086160e-01
1.796292077230163153e+00 9.165870721270354959e-01
1.284115496690064973e+00 4.954719852593495455e-01
1.727851979827487172e+00 1.107825824336535980e+00
2.782603967512038867e+00 7.244089371758634099e-01
1.783562639866249189e+00 9.511819092481476057e-01
3.057091465470462399e+00 1.071241692544153468e+00
2.382748292140081325e+00 1.561594510605786690e+00
2.076694099971526430e+00 9.831315754550792319e-01
1.985604873153807404e+00 4.831705555688964870e-01
1.496171390249288358e+00 8.519461489643833652e-01
2.334553894447025879e+00 1.280410529652960649e+00
1.731247615290282482e+00 1.152942127213873347e+00
1.888498089583547701e+00 5.367560185925697447e-02
2.223652371727921739e+00 4.078280894327950268e-01
2.376982705153518616e+00 1.268802507316823869e+00
1.922505549545481474e+00 -1.678378114393320741e-01
9.288441280105147468e-01 2.932504528732868820e-01
8.225947701165224890e-01 -3.245011258101033330e-02
2.268763383035188763e+00 7.931370088777688343e-01
9.849797466283989333e-01 2.520500531137674360e-01
2.395137219294406261e+00 -2.231018255881784540e-01
3.040844977304937302e+00 -1.358157155957224749e-01
2.146858304763509917e+00 7.569315768349864637e-01
3.432218100264029736e+00 2.654599021379528898e-03
3.040092936359995779e+00 8.514266966429909766e-01
2.485635063841145520e+00 5.946399839059622883e-01
2.880927343995376866e+00 2.352452196056501188e-01
1.933966609735853659e+00 3.119523068676566813e-01
1.628666988408910887e+00 1.546281751262938431e-01
2.100595653542965291e+00 8.226324384220947694e-01
1.829119461872035224e+00 7.201426102949626262e-01
2.951551495003153391e+00 8.858809813407449996e-01
2.593601782629982644e+00 3.190194495529129481e-01
1.288451163180575954e+00 8.865811734461563898e-01
2.247182564495569856e+00 2.604173376402810769e-01
1.749441740048829574e+00 1.193213281681525240e-01
1.473273364512636352e+00 4.604357960753234780e-01
1.451178309147009182e+00 -1.879015052105350581e-01
1.835468760225691609e+00 -8.023194114601938098e-01
8.068162704444993283e-01 -5.168481920628152926e-01
1.753237733201977511e+00 -6.557510483844849469e-01
1.227602793419697136e+00 -1.259381208016330245e+00
1.841700369064027454e+00 -8.573021869980843590e-01
1.915687407434431222e+00 -2.144229801654210288e+00
1.596186240231472375e+00 -1.626331324280707147e+00
1.374657097644917947e+00 -8.102559802907750575e-01
2.533382945693688715e+00 -5.035904827784907223e-01
1.124870385020251939e+00 -6.964735965261861228e-01
2.028413399998474809e+00 -1.556076471006663686e+00
9.989085915498422397e-01 -1.229898000219440179e+00
1.008106751955984981e+00 -7.256432130689693949e-01
1.677511919388680717e+00 -8.021862995916551053e-01
1.188272140400901344e+00 -6.786497471475040344e-01
2.168554477420987947e+00 -1.966413091060359442e+00
1.528109897920651106e+00 -1.414960604204748895e+00
1.079703594886357365e+00 -7.948932045669749868e-01
1.084850360748428999e+00 -5.935536216480217231e-01
2.565383125536999209e+00 -8.585075040394929413e-01
1.362363925771313156e+00 -1.008901674674321125e+00
1.365683166150614580e+00 -1.014820898758604706e+00
2.183646857524821350e+00 -2.326489278212505507e+00
1.591104839275853777e+00 -7.435769005313460633e-01
1.507679321157864072e+00 -1.285418837538525816e+00
1.993809224156126492e+00 -1.362644662593742284e+00
1.829608533804578885e+00 -1.706160226372489985e+00
2.717300183543104541e+00 -1.018246950811576346e+00
1.941055971563238947e+00 -1.689504019528523360e+00
1.775653031508817037e+00 -1.846381664169426395e+00
2.034598060021560073e+00 -1.088693811979718484e+00
1.160335598785925848e+00 -7.954001604129194991e-01
3.085419996767909900e+00 -1.616810703324540688e+00
1.296444871695763945e+00 -8.766319511431081013e-01
3.138545236995387011e+00 -1.596112812474264731e+00
1.645106886345035990e+00 -1.248564297733210759e+00
1.920825077660747837e+00 -1.162696141569589559e+00
1.963616258931394354e+00 -1.127251264918625262e+00
1.948943898506731331e+00 -1.938849368483468893e+00
1.386899921586585149e+00 -1.161005065258754909e+00
2.867283144107928727e+00 -1.190623470438242792e+00
2.408796990652180892e+00 -1.565766347998175156e+00
7.815557067889710163e-01 -1.067206789729255645e+00
2.589729401664432551e+00 -8.113016458259222352e-01
1.384102661108261412e+00 -6.980316277396477753e-01
1.197059845992306970e+00 -5.939351764472053929e-01
2.045672975770357560e+00 -1.381015232570699913e+00
1.742642453076603370e+00 -8.968931740924219742e-01
1.170457854438397671e+00 -2.453652248702470340e-01
1.912255607184324857e+00 -1.021427288447907866e+00
1.053167785370143550e+00 -1.403691255344572175e+00
1.312270426819578395e+00 -7.393906866258139754e-01
2.224300775928105267e+00 -1.359574089829367116e+00
2.286990379284984609e+00 -1.431548840197165218e+00
2.382260723047568529e+00 -5.371635898841308210e-01
1.910332440056873970e+00 -1.086779011658626892e+00
1.504167609996050592e+00 -7.766465996780981262e-01
1.176321929192106763e+00 -4.674442264114715417e-01
2.495773753296605779e+00 -9.179871669066737017e-01
1.489378801642293748e+00 -1.265593361399962369e+00
1.869367764370412743e+00 -1.180392954689840623e+00
2.795830821482574891e+00 -2.146002285039180890e+00
2.471820543790757441e+00 -1.215095188959450345e+00
2.246861076124917922e+00 -1.438256521571389612e+00
1.095664087213161775e+00 -3.043199016433239534e-01
1.816125542636753076e+00 -1.734708140450161196e+00
1.097642373190459208e+00 -8.664110409693399628e-01
2.127114454207203131e+00 -9.704467933210823016e-01
1.909912593326858588e+00 -1.535588510998810996e+00
6.897715926054639457e-01 -8.939410992398830746e-01
9.347641622451458021e-01 -1.042506893332610263e+00
1.313677732560353917e+00 -8.873445011603304788e-01
1.535312709423143795e+00 -4.965000516238429196e-01
1.963577510199986165e+00 -6.256829202371664289e-01
2.401746268418808228e+00 -1.744042180327907143e+00
1.293807088981571374e+00 -4.979428140155065519e-01
1.158265977763883514e+00 -9.883929086566867195e-01
1.101617383659272198e+00 -1.039868551683214459e+00
2.270601552336582785e+00 -1.095338128483516638e+00
1.848268596590247892e+00 -8.094959937380690196e-01
1.542702337110609001e+00 -8.020297568388371490e-01
1.420861302849898200e+00 -5.501018519326255074e-01
2.551466418297493099e+00 -1.108061889198903360e+00
8.116930943881948135e-01 -4.497749533986051262e-01
2.263222219006578495e+00 -1.151726768044526450e+00
1.206721050052889765e+00 -1.048777656445189166e+00
1.504068489528539887e+00 -1.426581457764423799e+00
1.942315794963825004e+00 -1.492300666997487424e+00
2.639445385310643655e+00 -5.728862946067485584e-01
2.090954154475516802e+00 -1.067427110658355716e+00
1.646081353393482383e+00 -9.600916165314107298e-01
1.938122856529735039e+00 -8.969920034338524362e-01
1.872371935783920138e+00 -9.519798674567787611e-01
6.215849491656498804e-01 -3.389964727229185515e-01
1.589639798752035205e+00 -6.709385867596940889e-01
1.052983931931661177e+00 -9.809508555553280162e-01
1.926658883330782723e+00 -1.578863882280934217e+00
1.255369632336407637e+00 -1.002380056929213392e+00
1.479651295639163200e+00 -1.989281262692052188e+00
1.066516532299486730e+00 -1.123473564674144942e+00
