1.129846044066497912e+00 -2.431549885797169352e+00
1.772803167640049082e+00 -2.231939264487578622e+00
1.105620222438992606e+00 -1.898999582372122852e+00
1.247279210265843874e+00 -1.596295589250367630e+00
7.270660258577587021e-01 -1.352753523519496293e+00
9.990128266924855893e-01 -1.534232703115133489e+00
8.526906138543677294e-01 -1.134619698098052520e+00
1.135532524928763332e+00 -1.757186311169802728e+00
9.815569712492543397e-01 -1.482578171645962506e+00
1.704275512591683528e+00 -2.129288657610574287e+00
1.053869780916854015e+00 -1.736513149096901687e+00
6.824299690001005558e-01 -1.217227930496582511e+00
1.943116638682850006e+00 -2.445088786683899951e+00
8.480265630609208349e-01 -1.606564178319754399e+00
6.703096148148848243e-01 -1.079268333241739652e+00
1.275181202267420710e+00 -2.154345121154685572e+00
1.008074801156090050e+00 -2.068295336304779131e+00
1.402561113944232662e+00 -2.182908680875193852e+00
1.182232235803854392e+00 -1.942546860424839039e+00
6.498263606881359289e-01 -1.218654137520956748e+00
9.460692015896428053e-01 -1.343848002720521517e+00
5.607757475652036527e-01 -1.221806271149685541e+00
1.343491163109399533e+00 -1.875525628933622180e+00
1.849666546567336090e+00 -2.217994446010235432e+00
1.047108768942384582e+00 -1.699131226137031270e+00
1.692109917728115143e+00 -2.669883164628660488e+00
8.067386611756727222e-01 -1.203061627669417710e+00
9.656415429665391459e-01 -1.117432953516088956e+00
4.356802391891594350e-01 -9.004611259600092676e-01
3.962666564995472318e-01 -1.026340406040948894e+00
1.328912391577288687e+00 -2.102976133373398504e+00
9.867284131548842430e-01 -1.690823530017335541e+00
9.049336681060727861e-01 -1.507626014135873715e+00
8.980433828314067224e-01 -1.445582425314583253e+00
1.842890692845110978e+00 -2.509607942182775719e+00
6.734849828879394540e-01 -9.279552581120245058e-01
1.000426228037583742e+00 -1.479014960985274740e+00
1.325518775441669739e+00 -2.197477958541237175e+00
1.049518361209426098e+00 -1.880202419621376020e+00
7.338959612199962290e-01 -8.465254807139162008e-01
8.361502018389627144e-01 -1.325877843088894004e+00
